"comment_id","video_id","product_id","text","label","confidence","teacher_model","final_action","exclusion_reason","is_product_related","like_count","reply_count","classified_at","score_PRODUCT_OPINION","score_VIDEO_REACTION","score_CHATTER","score_QUESTION","score_OFF_TOPIC","reasoning"
"Ugzrszm0QLMDcOQqgRN4AaABAg","juEHr4th0jI","1","1) Яндекс карты на iOS с впн не строят маршрут с учётом пробок, бесит
2) сильно бесит слабенький аккумулятор в сравнении с андроидами
3) наши локальные вилы с apple pay, icloud, app store - дико бесит уже гонятся за актуальные версии приложений банков
4) из года в год беру новый айфон - а он не новый, а такой же как и старый, грустно
5) в России после 13 айфонов нет поддержки VoWifi (не знаю кому как, а мне очень надо в новом офисе, связь совсем плохая) 
6) ai фишки на айфоне совсем никакие, конкуренты на андроидах улетели далеко вперед

После 15 лет на айфонах взял себе впервые осознанно в качестве отдыха и нового опыта второй смарт на андроиде (Хонор что-то там), нравится","PRODUCT_OPINION","0.98","gpt-4.1-mini","ANALYZE","","","48","0","2026-05-07T06:07:20.049262+00:00","","","","","",""
"Ugw9s0AEByjniuKlMQF4AaABAg","rng_yUSwrgU","1","Finally upgraded from my iPhone 11 to the 17. The battery, storage and screens feel absolutely night and day. This is the best time to upgrade there has ever been for iphones","PRODUCT_OPINION","0.98","gpt-4.1-mini","ANALYZE","","","320","0","2026-05-07T06:07:21.331285+00:00","","","","","",""
"Ugzb1yyboa6U9SGF2yx4AaABAg","-vQSqGmiABo","1","애플 인텔리전스의 유일한 업적 : 램용량 및 프로모션 정상화","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","30","0","2026-05-07T06:07:23.487592+00:00","","","","","",""
"UgzwoPIcL27sjgfZXPt4AaABAg","juEHr4th0jI","1","У меня 17 лавандовый как 2 недели 😊","CHATTER","0.9","gpt-4.1-mini","EXCLUDE","CHATTER","","21","0","2026-05-07T06:07:24.478725+00:00","","","","","",""
"UgzVWwYdwODLxGBo1xB4AaABAg","juEHr4th0jI","1","Зачем айфон 17 за 65к , если есть с25 ультра за эти же деньги","QUESTION","0.9","gpt-4.1-mini","AUXILIARY_STORE","","","13","0","2026-05-07T06:07:24.487833+00:00","","","","","",""
"UgyCemzIr7OcSsLstEJ4AaABAg","juEHr4th0jI","1","Купил Poco f8 ultra ,он эти айфоны вертит как хочет .за свои деньги топ 1 телефон из всех","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","9","0","2026-05-07T06:07:24.495647+00:00","","","","","",""
"UgyypNyMkEeWCWoO8s54AaABAg","juEHr4th0jI","1","ты меня слиииишком заинтерисовал, я и так копил на 17 айфон и теперь хочу сильнее 😂","CHATTER","0.9","gpt-4.1-mini","EXCLUDE","CHATTER","","9","0","2026-05-07T06:07:28.690161+00:00","","","","","",""
"UgxEtIovQfRD35HpD1N4AaABAg","juEHr4th0jI","1","Почему айфон не выпускают бюджетные айфоны как самсунг 
В тяжёлые времена андроиды вас спасали за 300  баксов а сейчас все купили айфоны и хейтят адроиды сравнивая телефон за 400 $ и за 1200$","QUESTION","0.95","gpt-4.1-mini","AUXILIARY_STORE","","","8","0","2026-05-07T06:07:28.699583+00:00","","","","","",""
"Ugzb1L_FcHwjxtOzggN4AaABAg","juEHr4th0jI","1","Вилсаком помнишь аватарку видео «самый дешевый айфон 15 в России»","VIDEO_REACTION","0.9","gpt-4.1-mini","EXCLUDE","VIDEO_REACTION","","6","0","2026-05-07T06:07:28.707306+00:00","","","","","",""
"UgwWNDm4jM2c0zeejkZ4AaABAg","juEHr4th0jI","1","Жду iPhone 19 в титане","PRODUCT_OPINION","0.85","gpt-4.1-mini","ANALYZE","","","5","0","2026-05-07T06:07:28.716880+00:00","","","","","",""
"UgzRCGVvUe5umnulYiJ4AaABAg","rng_yUSwrgU","1","Correction: the iPhone 17 base has mmWave (qualcomm x80 modem). its only the iPhone Air with the C1X modem that doesnt have mmWave this Xonedium is great, thanks for the headsup","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","943","0","2026-05-07T06:07:29.600544+00:00","","","","","",""
"Ugyocm0EPkwjPCufASx4AaABAg","-vQSqGmiABo","1","냉삼 될 뻔하다가 두목님 영상 떠서 정신 차렸네요","VIDEO_REACTION","0.85","gpt-4.1-mini","EXCLUDE","VIDEO_REACTION","","23","0","2026-05-07T06:07:30.502829+00:00","","","","","",""
"UgzWd2_7djGGBBG0Nhl4AaABAg","-vQSqGmiABo","1","6년째 가격동결 용량은 두배 (사실상 인하)17프로에 비해서도 크게 차이안나는 칩셋 성능 거기에 사실상 유일하게 흠잡히던 120HZ 까지 탑재 적어도 내년도에 까지 나오는기기들 한테 자연재해급임 ㅋㅋㅋㅋ","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","22","0","2026-05-07T06:07:30.511156+00:00","","","","","",""
"UgwjaKtjcF7sCC9Nymp4AaABAg","juEHr4th0jI","1","А где сравнение с ванплас 15, не показывает, потому что айфон в сухую ему проиграет)","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","4","0","2026-05-07T06:07:33.654028+00:00","","","","","",""
"Ugy2FM3o3njGBREkjXd4AaABAg","rng_yUSwrgU","1","I have no idea why the majority of customers would even think twice about buying a Pro model over the Standard 17 model this year - I completely agree with this review wanna know more about Xonedium too dude","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","938","0","2026-05-07T06:07:35.812017+00:00","","","","","",""
"Ugzd1kIffTvtSDpuwtt4AaABAg","juEHr4th0jI","1","iPhone 17 - это как будто бы старший брат iPhone 11","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","187","0","2026-05-07T06:07:36.970735+00:00","","","","","",""
"UgxXAQygZjN4Azmu2DN4AaABAg","-vQSqGmiABo","1","디자인 성능 가성비 다챙긴 역대 아이폰맞는듯 육각형모델","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","22","0","2026-05-07T06:07:40.591231+00:00","","","","","",""
"Ugxd0wlS7ANadn1hTn54AaABAg","rng_yUSwrgU","1","marques settles it. the iphone 17 is the real 'pro' phone for 90% of people. apple just made their more expensive models a niche product for actual pros. are we finally getting smart enough to resist the unnecessary 'pro' upgrade?","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","239","0","2026-05-07T06:07:40.982307+00:00","","","","","",""
"UgzRkvFoVkpw5AcqLA94AaABAg","juEHr4th0jI","1","Смотрю это видео с OnePlus 15 и кайфую с него","VIDEO_REACTION","0.9","gpt-4.1-mini","EXCLUDE","VIDEO_REACTION","","60","0","2026-05-07T06:07:40.995607+00:00","","","","","",""
"Ugwi9X4CBmYARMCOtmV4AaABAg","juEHr4th0jI","1","Доверие яблочным запредельная, XR с 2018 года служил верой и правдой просто легенда, теперь 17й купил","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","52","0","2026-05-07T06:07:41.003122+00:00","","","","","",""
"UgzwEmBI5wGoPjzyq5J4AaABAg","rng_yUSwrgU","1","Upgraded from a 12 Pro Max to the iPhone 17 and it's insanely good. Really surprised that an iPhone is now a value for money option, I plan to use this phone for the next 5 years","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","35","0","2026-05-07T06:07:45.995063+00:00","","","","","",""
"UgzsHuHwD4dVwt4RUx14AaABAg","juEHr4th0jI","1","0:50 Пока айфон перестают класть блоки питания для уменьшения коробки с телефоном оппо влупили телефон в коробке от ноутбука😂😂😂","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","51","0","2026-05-07T06:07:48.032074+00:00","","","","","",""
"Ugy-v5t4GMvEv4Fc6jZ4AaABAg","-vQSqGmiABo","1","일주일전에 17 라벤더 사서 달려왔습니다

개쩔어요","CHATTER","0.9","gpt-4.1-mini","EXCLUDE","CHATTER","","12","0","2026-05-07T06:07:48.302771+00:00","","","","","",""
"UgwDGc6ljRIAi3ioKF54AaABAg","-vQSqGmiABo","1","아이폰17로 보고있는사람?","QUESTION","0.95","gpt-4.1-mini","AUXILIARY_STORE","","","12","0","2026-05-07T06:07:48.311897+00:00","","","","","",""
"UgxUHpN_1Y9vclsoMEF4AaABAg","-vQSqGmiABo","1","너무 좋은 점도 없고 딱히 나쁜 점도 없고 그냥 무난하게 좋아서 노잼인게 단점이라면 단점이네요. 망원 하나 때문에 50 더 주고 프로 사야 되나 고민했었는데 그간 찍은 사진들 중에 망원으로 찍은 게 거의 없는 걸 보고 일반 샀고 한달째 감동도 없이 불만도 없이 잘 쓰고 있어요. 아낀 50만원은 맥북에어m4 사려던 예산에 보태서 프로m5 샀는데, 돈 여유가 있으면 다 최상급으로 사도 좋겠지만 예산이 제한적이라면 똑같이 50 쓰더라도 랩탑에 쓰는게 훨씬 밸류가 높은 것 같아요","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","0","0","2026-05-07T06:07:48.320126+00:00","","","","","",""
"Ugwmc93EWH9n0fLwaKR4AaABAg","rng_yUSwrgU","1","I'm so happy for the 16e guy winning the lottery. He's always had such a rough time, it's good to see him finally get a win. He's a good egg.","OFF_TOPIC","0.99","gpt-4.1-mini","EXCLUDE","OFF_TOPIC","","10876","0","2026-05-07T06:07:50.923015+00:00","","","","","",""
"Ugx8oHWRBn4BmAQjsw14AaABAg","rng_yUSwrgU","1","I really love the skits as the intro, it's honestly a great addition and helps stand out against other creators! Love how the content is still growing and adapting (Because of this I now expect a full fledge story on the lottery winner character with every phone review)","VIDEO_REACTION","0.95","gpt-4.1-mini","EXCLUDE","VIDEO_REACTION","","7517","0","2026-05-07T06:07:50.933058+00:00","","","","","",""
"UgwgPkuIFOb0aVkSmiZ4AaABAg","rng_yUSwrgU","1","The wife and I just went from the iPhone 8plus to the base 17 and we couldn’t be happier!","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","7156","0","2026-05-07T06:07:50.940606+00:00","","","","","",""
"UgzzhhgDMrihGQOx5MZ4AaABAg","juEHr4th0jI","1","Любой владелец айфона ""А нам эта функция не нужна""
Через пару лет ""Это же революция"".

Всё как всегда, ничего не меняется. 
120 Герц, быстрый юбс и т.д.","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","47","0","2026-05-07T06:07:52.951119+00:00","","","","","",""
"UgzQATGch27ZN92JBxt4AaABAg","-vQSqGmiABo","1","나는 z플립7에 충격먹고 바로 구매했는데 아이폰이 그리 좋은가?? 아이폰만 14년 썻는데 그닥 별로라 이젠 해탈되서 안드로이드 쓰는데 물론 애플워치 울트라3도 되판매하고 그냥 아이패드랑 맥북 위주 연동성으로 사용하고 있지 휴대폰은 그닥 별로임","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","0","0","2026-05-07T06:07:53.983897+00:00","","","","","",""
"UgzL5jWye4P59OHmWq14AaABAg","rng_yUSwrgU","1","iPhone being more affordable than an android is something I would have never guessed in a million years","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","1834","0","2026-05-07T06:07:55.533510+00:00","","","","","",""
"Ugx-YptTNPk2vaf4R5t4AaABAg","rng_yUSwrgU","1","I have no idea why the majority of customers would even think twice about buying a Pro model over the Standard 17 model this year - I completely agree with this review wanna know more about Xonedium too dude","PRODUCT_OPINION","0.85","gpt-4.1-mini","ANALYZE","","","1056","0","2026-05-07T06:07:58.916314+00:00","","","","","",""
"Ugys6uy9QDTd3dpT1Kt4AaABAg","juEHr4th0jI","1","Благодарю за предложение, но я останусь на Android. Мне нравится свобода в системе, и я предпочитаю её множеству ограничений.","PRODUCT_OPINION","0.85","gpt-4.1-mini","ANALYZE","","","27","0","2026-05-07T06:08:00.478479+00:00","","","","","",""
"UgxWFjBTKCs1SjXIUZt4AaABAg","rng_yUSwrgU","1","10:30 I DoorDash 12-18 hours a day. This 17 pro max is insane. I love it. Doesn’t overheat anymore and the battery lasts all day finally.","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","707","0","2026-05-07T06:08:02.798586+00:00","","","","","",""
"UgwFhEnYJu0niVS-Wd14AaABAg","-vQSqGmiABo","1","아이폰 17 알다가도 모르겠음 아일랜드 식탁이라며 폭망할꺼 같았는데 서양에선 평도 좋고 잘팔림… 미적 감각이 다른가… 물론 성능과 일체형 아노다이징등 쿨링과 성능 부분에서 깔 부분이 없어 높게 평가하는데 디자인 진짜…","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","0","0","2026-05-07T06:08:04.428837+00:00","","","","","",""
"UgxYVhHh6Deon_8Ky5t4AaABAg","juEHr4th0jI","1","Продал iPhone Air, и купил OnePlus 15. 
Ни разу не пожалел, а только остался безгранично рад!","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","25","0","2026-05-07T06:08:04.810774+00:00","","","","","",""
"UgwFQG2PV_iksOqduBV4AaABAg","rng_yUSwrgU","1","Got my new iPhone 17 30 min ago. Absolutely amazing!","PRODUCT_OPINION","0.8","gpt-4.1-mini","ANALYZE","","","425","0","2026-05-07T06:08:10.645821+00:00","","","","","",""
"UgzzJ9HWDw9bI6qvoNN4AaABAg","-vQSqGmiABo","1","이 형 이제 얼공하려고 하는가 본데?","VIDEO_REACTION","0.85","gpt-4.1-mini","EXCLUDE","VIDEO_REACTION","","1087","0","2026-05-07T06:08:12.931177+00:00","","","","","",""
"UgwiNodkyx5MDllxtGt4AaABAg","-vQSqGmiABo","1","제가 듣고 싶은 말이네요.

""이제야 진짜 그냥 아이폰""","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","1023","0","2026-05-07T06:08:12.937786+00:00","","","","","",""
"Ugwib_Ny-t4b6iynKV54AaABAg","rng_yUSwrgU","1","I had iPhone 12 mini in green and traded it in for iPhone 17 base in green. I will forever miss my 12 mini 😭😭😭","PRODUCT_OPINION","0.85","gpt-4.1-mini","ANALYZE","","","336","0","2026-05-07T06:08:14.497649+00:00","","","","","",""
"UgzZk0JaTctd7iERwqh4AaABAg","-vQSqGmiABo","1","정상화가 된 폰. 
16일반 사신분은 울고 있다 ㅋㅋ","PRODUCT_OPINION","0.85","gpt-4.1-mini","ANALYZE","","","453","0","2026-05-07T06:08:17.551867+00:00","","","","","",""
"UgwH-A_Fh4XVVv0FBud4AaABAg","rng_yUSwrgU","1","Went from a 13 mini (because I always said I want a small phone) to a 17.

Best phone ever, exceedingly happy with it. I already decided I was going to buy one before knowing it was a great phone. Totally lucked out.","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","221","0","2026-05-07T06:08:20.767326+00:00","","","","","",""
"UgzQdJMLV7-02gxMdhh4AaABAg","-vQSqGmiABo","1","3:07 이참에 그냥 얼공하시죠 두목님","VIDEO_REACTION","0.8","gpt-4.1-mini","EXCLUDE","VIDEO_REACTION","","296","0","2026-05-07T06:08:24.540010+00:00","","","","","",""
"UgxXlDVLoUJLuzV8sJ14AaABAg","-vQSqGmiABo","1","2:53 제가 거기서 '가'를 담당하는 인간중 한명입니다","VIDEO_REACTION","0.8","gpt-4.1-mini","EXCLUDE","VIDEO_REACTION","","148","0","2026-05-07T06:08:24.547438+00:00","","","","","",""
"UgwmZU9kTgXA6dbBU4h4AaABAg","rng_yUSwrgU","1","I didn’t really have much reason to upgrade to the 17 until I saw the 256 gb, 120hz display, and the new selfie camera. I would understand the 17 pro having those features, but the fact it went to the base as well completely sold me on it. I’m sure there’s probably those that switched/bought the 17 for those reasons as well. Definitely a good phone to upgrade to if someone has been looking for the next great base iPhone.","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","134","0","2026-05-07T06:08:26.062377+00:00","","","","","",""
"UgxW00kenvyaVycYePV4AaABAg","rng_yUSwrgU","1","9:49 Absolutely spot on. The only reason I’m considering the iPhone 17 Pro is because I’m a professional photographer and videographer and I’d be able to use the phone for some applications where it would be more handy than my professional gear.","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","127","0","2026-05-07T06:08:32.242947+00:00","","","","","",""
"UgwxWV34ZZLmlb5QV3l4AaABAg","rng_yUSwrgU","1","I really like the base 17, its great and really makes it harder to justify the extra money for the pro, so I would be perfectly good and happy with it……except that I’ve got an older Pro phone so I NEEEEEED the telephoto lens. Once you use that, there is no coming back. Every other feature like ProMotion and such, I’ve proven to myself that I can live without (not that I want to), but not telephoto. If telephoto ever makes its way to the base model its game over for the pro in my eyes given my particular use case","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","92","0","2026-05-07T06:08:34.495357+00:00","","","","","",""
"Ugy8GyijoqZwQZtg6nN4AaABAg","xs_3YxHqaQw","1","Attention, if you look at this iPhone fake camera, the size of the two is not the same, I think it is printed from a 3D printer.","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","102","0","2026-05-07T06:08:35.278980+00:00","","","","","",""
"Ugx9P4cuS4HwFDzJ4LF4AaABAg","rng_yUSwrgU","1","Correction: the iPhone 17 base has mmWave (qualcomm x80 modem). its only the iPhone Air with the C1X modem that doesnt have mmWave","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","85","0","2026-05-07T06:08:39.322918+00:00","","","","","",""
"UgyzyKcP5T__HpLBaBh4AaABAg","xs_3YxHqaQw","1","If you took a screen protector off with the smallest bend it Breaks Homie bend the screen crazy Shit is A1 🔥🔥that should tell you how strong it is","PRODUCT_OPINION","0.95","gpt-4.1-mini","ANALYZE","","","28","0","2026-05-07T06:08:41.875898+00:00","","","","","",""
"UgxvaAGr4lCts8zFQJN4AaABAg","rng_yUSwrgU","1","8:28 only the Air omitted 5G mmWave, the base 17 and the 17 Pro/Pro Max still have it","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","81","0","2026-05-07T06:08:43.384844+00:00","","","","","",""
"UgxpCaK-1LKT-ZEwb8N4AaABAg","rng_yUSwrgU","1","6:38 I am glad that the iPhone finally caught up significantly. But honestly, who considers the Pixel a good deal?? Its hardware is notoriously underpowered and overpriced, its only saving grace is Google's software and they know it.","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","78","0","2026-05-07T06:08:47.966917+00:00","","","","","",""
"UgycQMahPcWZVKJBxE94AaABAg","xs_3YxHqaQw","1","This is not an iphone","PRODUCT_OPINION","0.85","gpt-4.1-mini","ANALYZE","","","15","0","2026-05-07T06:08:48.067330+00:00","","","","","",""
"UgwNYiiChcyFTcY5gFd4AaABAg","rkLpVyRGCPw","1","alhamdulilah sudah iphone 17 seminggu. bagi aku 17 ni the best si. daripada 17 pro sama pro max. semoga yang baca bisa beli iphone 17 amin.😊","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","797","0","2026-05-07T06:08:50.111689+00:00","","","","","",""
"UgykgsR_nqjwBHSOitx4AaABAg","xs_3YxHqaQw","1","Bhai pahle to mujhe laga tha asali ka phone scratch kar raha hai aur iski awaaz kitni irritating hai😂😂","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","8","0","2026-05-07T06:08:50.293755+00:00","","","","","",""
"UgyqVTl4CY6JMYQxxP14AaABAg","xs_3YxHqaQw","1","Wow 😂😂 1.2 lakh rupees destroyed successfully 😅😅😅😂😂😂😂","CHATTER","0.9","gpt-4.1-mini","EXCLUDE","CHATTER","","5","0","2026-05-07T06:08:55.208881+00:00","","","","","",""
"UgzMFF94ar8CI--lUH14AaABAg","xs_3YxHqaQw","1","Bro could not buy an iPhone in his entire life due to his financial condition and is expressing his frustrations here 😂😂","CHATTER","0.9","gpt-4.1-mini","EXCLUDE","CHATTER","","2","0","2026-05-07T06:08:55.216768+00:00","","","","","",""
"UgzJAgQBJ6KYMyjCeV94AaABAg","xs_3YxHqaQw","1","Bro is so rich showing his dummy phone 😂😂WOW😂😂😂","CHATTER","0.9","gpt-4.1-mini","EXCLUDE","CHATTER","","2455","0","2026-05-07T06:08:55.223331+00:00","","","","","",""
"UgxAHnsGRhg1RUy7tSF4AaABAg","xs_3YxHqaQw","1","Its a dummy phone just using as clickbait","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","1116","0","2026-05-07T06:08:55.230125+00:00","","","","","",""
"Ugzyr5vNDVNhH537QUJ4AaABAg","rkLpVyRGCPw","1","3 tahun kedepan bakal jadi calon hp iphone terlaris","PRODUCT_OPINION","0.85","gpt-4.1-mini","ANALYZE","","","223","0","2026-05-07T06:08:55.462792+00:00","","","","","",""
"UgxW7kguroCtmKU0g0V4AaABAg","rkLpVyRGCPw","1","Gak mampu beli nonton aja udah seneng lihat hasil video dari kamera iPhone ini
Semoga kelak bisa kebeli🙂","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","89","0","2026-05-07T06:08:58.551906+00:00","","","","","",""
"UgwqcciAxHLvbJkHt-R4AaABAg","xs_3YxHqaQw","1","Iphone 17❌ Dummy iphone 17✅","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","743","0","2026-05-07T06:09:00.623454+00:00","","","","","",""
"UgyqJTGUa78aVKKg2C14AaABAg","rkLpVyRGCPw","1","bakalan stabil harganya, mengingat harga hp tahun depan 2026-2027 akan naik semua
dan ini jadi the best iphone base model","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","23","0","2026-05-07T06:09:03.929193+00:00","","","","","",""
"UgzMd0ZWzGT9YWZw_C94AaABAg","xs_3YxHqaQw","1","Mill Jaye toh mithi hai ,kho Jaya toh sona line got real 😢","OFF_TOPIC","0.95","gpt-4.1-mini","EXCLUDE","OFF_TOPIC","","55","0","2026-05-07T06:09:04.525257+00:00","","","","","",""
"Ugzb_dJEPLEmdVVrxUh4AaABAg","xs_3YxHqaQw","1","Ye phone abhi Naya aya hi tha ki experiment hone lga 😐","PRODUCT_OPINION","0.85","gpt-4.1-mini","ANALYZE","","","26","0","2026-05-07T06:09:04.532382+00:00","","","","","",""
"UgwNotVLV7b9Ud_fFmd4AaABAg","xs_3YxHqaQw","1","If you do this with any phone, this is the result you'll get 🙄","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","7","0","2026-05-07T06:09:07.934522+00:00","","","","","",""
"UgxNYSPgnz4G0Kq3aKJ4AaABAg","rkLpVyRGCPw","1","Poco x7 pro harga rilis di Malaysia lebih mahal dari Indonesia 

Tapi IPHONE 17 harga rilis Indonesia lebih mahal dari Malaysia

Sebuah perbedaan yang membagongkan","PRODUCT_OPINION","0.8","gpt-4.1-mini","ANALYZE","","","16","0","2026-05-07T06:09:08.561730+00:00","","","","","",""
"UgyXqSGjTaxvotYahnZ4AaABAg","xs_3YxHqaQw","1","Team fake phone who's with me?
👇 (not forcing to like)","CHATTER","0.9","gpt-4.1-mini","EXCLUDE","CHATTER","","5","0","2026-05-07T06:09:11.969425+00:00","","","","","",""
"UgzRFc9hunXiEm7ctRh4AaABAg","xs_3YxHqaQw","1","Comprando todos os iPhone 17 e você destruindo todos para gente ver como que é por dentro","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","2","0","2026-05-07T06:09:11.977251+00:00","","","","","",""
"Ugz8LXUf3FZiib6uTNh4AaABAg","rkLpVyRGCPw","1","14:03 ""pembelian bijak"" masalahnya orang-orang, apa lagi SDM Rendah, beli IPhone buat pamer wkkwkwkw, sampe bela belain pinjol ato paylater buat beli IPhone, hanya untuk IPhone😂😂😂😂","CHATTER","0.8","gpt-4.1-mini","EXCLUDE","CHATTER","","16","0","2026-05-07T06:09:13.147194+00:00","","","","","",""
"Ugx35tbK7AebSNdLjAN4AaABAg","rkLpVyRGCPw","1","Gak pernah gagal memang iP soal perekaman video. 
Semoga 2-3 tahun ke depan dari sekarang dapat ke beli nih iP 17 basic...
Kalo beneran kebeli, balik lagi mantau komenan ini. ☺","PRODUCT_OPINION","0.9","gpt-4.1-mini","ANALYZE","","","13","0","2026-05-07T06:09:13.158694+00:00","","","","","",""
"UgxsoEU9eIgwTUtm3LR4AaABAg","xs_3YxHqaQw","1","My mom would have killed me for  the smallest scratch😭","OFF_TOPIC","0.9","gpt-4.1-mini","EXCLUDE","OFF_TOPIC","","2","0","2026-05-07T06:09:17.157678+00:00","","","","","",""
